respondent_id,h1n1_vaccine,seasonal_vaccine
46963,0.44,0.71
46964,0.07,0.85
46965,0.14,0.67
46966,0.32,0.24
46967,0.3,0.19
46968,0.86,0.76
46969,0.01,0.08
46970,0.04,0.11
46971,0.32,0.41
46972,0.86,0.95
46973,0.68,0.3
46974,0.65,0.69
46975,0.06,0.8
46977,0.04,0.74
46978,0.03,0.69
46979,0.05,0.08
46981,0.01,0.22
46982,0.07,0.77
46983,0.03,0.03
46984,0.65,0.92
46985,0.18,0.52
46986,0.13,0.3
46988,0.04,0.52
46989,0.06,0.5
46992,0.84,0.83
46993,0.02,0.18
46995,0.06,0.4
46996,0.16,0.25
46997,0.01,0.27
46998,0.22,0.35
46999,0.02,0.64
47000,0.37,0.77
47001,0.19,0.46
47002,0.15,0.66
47003,0.04,0.08
47004,0.03,0.34
47005,0.05,0.16
47006,0.01,0.26
47007,0.08,0.08
47009,0.05,0.75
47010,0.03,0.43
47011,0.11,0.84
47012,0.08,0.53
47013,0.2,0.39
47014,0.53,0.5
47015,0.25,0.47
47016,0.25,0.86
47017,0.02,0.27
47018,0.54,0.82
47020,0.05,0.13
47021,0.24,0.31
47023,0.08,0.12
47025,0.71,0.74
47027,0.02,0.75
47028,0.17,0.23
47029,0.32,0.81
47031,0.14,0.81
47032,0.09,0.91
47034,0.53,0.35
47037,0.19,0.74
47038,0.04,0.12
47040,0.34,0.76
47041,0.19,0.61
47042,0.01,0.12
47043,0.11,0.52
47044,0.04,0.08
47045,0.03,0.17
47046,0.01,0.11
47047,0.15,0.98
47048,0.2,0.8
47049,0.05,0.44
47050,0.38,0.36
47052,0.6,0.89
47053,0.05,0.6
47055,0.58,0.64
47056,0.08,0.11
47057,0.78,0.51
47058,0.41,0.58
47059,0.04,0.06
47060,0.46,0.62
47062,0.13,0.88
47063,0.23,0.55
47064,0.07,0.24
47065,0.24,0.2
47066,0.73,0.61
47067,0.09,0.12
47068,0.47,0.9
47069,0.27,0.31
47070,0.02,0.43
47071,0.86,0.86
47072,0.07,0.03
47073,0.42,0.39
47074,0.81,0.79
47076,0.2,0.26
47077,0.1,0.32
47078,0.3,0.18
47079,0.03,0.08
47080,0.07,0.6
47081,0.0,0.05
47082,0.89,0.78
47084,0.25,0.52
47085,0.8,0.88
47086,0.77,0.91
47088,0.07,0.48
47089,0.13,0.42
47091,0.04,0.09
47092,0.04,0.09
47093,0.05,0.57
47094,0.12,0.75
47095,0.18,0.79
47096,0.29,0.36
47097,0.03,0.21
47098,0.31,0.16
47100,0.13,0.46
47101,0.01,0.79
47103,0.27,0.25
47104,0.03,0.12
47105,0.04,0.15
47107,0.3,0.4
47108,0.01,0.19
47109,0.04,0.29
47110,0.14,0.64
47111,0.02,0.65
47112,0.09,0.39
47113,0.25,0.47
47114,0.12,0.12
47115,0.03,0.67
47116,0.19,0.06
47117,0.12,0.79
47119,0.11,0.15
47120,0.04,0.17
47121,0.38,0.71
47123,0.01,0.13
47124,0.05,0.48
47125,0.87,0.72
47126,0.12,0.25
47127,0.01,0.13
47128,0.54,0.94
47129,0.02,0.13
47130,0.03,0.18
47131,0.2,0.34
47132,0.15,0.75
47134,0.12,0.67
47135,0.5,0.78
47136,0.14,0.58
47137,0.14,0.99
47138,0.69,0.83
47139,0.18,0.75
47140,0.14,0.15
47141,0.03,0.83
47143,0.01,0.24
47144,0.01,0.11
47145,0.03,0.33
47146,0.02,0.22
47149,0.36,0.62
47150,0.87,0.95
47151,0.56,0.85
47152,0.12,0.25
47153,0.08,0.11
47154,0.11,0.15
47155,0.02,0.47
47157,0.02,0.06
47158,0.34,0.19
47159,0.88,0.73
47160,0.06,0.25
47161,0.14,0.37
47162,0.19,0.73
47163,0.02,0.27
47165,0.07,0.09
47166,0.2,0.33
47167,0.3,0.4
47169,0.04,0.14
47170,0.15,0.23
47172,0.15,0.83
47174,0.02,0.17
47175,0.09,0.05
47176,0.22,0.19
47178,0.39,0.54
47179,0.03,0.43
47180,0.46,0.7
47181,0.04,0.2
47183,0.08,0.03
47184,0.02,0.38
47185,0.59,0.82
47186,0.34,0.92
47189,0.21,0.42
47190,0.02,0.74
47191,0.01,0.85
47192,0.18,0.22
47193,0.01,0.28
47194,0.2,0.7
47195,0.28,0.4
47196,0.08,0.72
47198,0.55,0.85
47199,0.17,0.67
47200,0.09,0.05
47201,0.06,0.71
47202,0.44,0.78
47204,0.89,0.43
47205,0.06,0.07
47206,0.14,0.45
47207,0.62,0.95
47208,0.17,0.4
47209,0.82,0.71
47210,0.11,0.47
47211,0.17,0.75
47212,0.06,0.7
47213,0.1,0.09
47214,0.12,0.69
47215,0.46,0.69
47216,0.01,0.46
47217,0.23,0.8
47219,0.01,0.03
47220,0.06,0.23
47221,0.21,0.88
47222,0.52,0.7
47223,0.7,0.79
47225,0.22,0.62
47226,0.12,0.18
47227,0.11,0.29
47228,0.24,0.6
47229,0.04,0.33
47230,0.66,0.82
47231,0.69,0.54
47233,0.13,0.56
47235,0.01,0.12
47236,0.09,0.45
47237,0.24,0.48
47239,0.45,0.95
47240,0.15,0.21
47241,0.52,0.72
47242,0.45,0.88
47244,0.44,0.41
47246,0.28,0.41
47247,0.01,0.05
47248,0.03,0.11
47249,0.04,0.14
47251,0.1,0.65
47252,0.35,0.55
47254,0.02,0.27
47255,0.25,0.79
47256,0.02,0.63
47257,0.03,0.47
47258,0.07,0.81
47259,0.09,0.09
47260,0.73,0.4
47261,0.02,0.1
47263,0.29,0.58
47264,0.17,0.55
47265,0.03,0.36
47267,0.11,0.13
47268,0.01,0.11
47269,0.21,0.4
47270,0.02,0.21
47273,0.07,0.78
47274,0.04,0.65
47275,0.07,0.21
47276,0.86,0.75
47278,0.01,0.05
47279,0.28,0.84
47280,0.01,0.08
47281,0.52,0.49
47282,0.36,0.69
47283,0.13,0.25
47285,0.07,0.46
47286,0.03,0.63
47288,0.66,0.94
47290,0.91,0.93
47293,0.12,0.47
47294,0.13,0.26
47295,0.03,0.14
47296,0.03,0.84
47297,0.02,0.21
47298,0.11,0.83
47299,0.24,0.59
47300,0.04,0.32
47301,0.08,0.92
47302,0.05,0.31
47303,0.12,0.52
47304,0.67,0.89
47307,0.48,0.53
47308,0.07,0.37
47309,0.07,0.25
47310,0.27,0.43
47312,0.63,0.94
47313,0.01,0.11
47314,0.04,0.66
47315,0.33,0.27
47316,0.16,0.12
47317,0.12,0.16
47318,0.13,0.26
47319,0.44,0.79
47320,0.05,0.82
47321,0.17,0.33
47322,0.07,0.4
47323,0.14,0.29
47324,0.07,0.17
47325,0.0,0.16
47326,0.82,0.9
47327,0.02,0.11
47328,0.14,0.97
47329,0.04,0.65
47330,0.66,0.4
47331,0.01,0.09
47332,0.19,0.82
47335,0.1,0.59
47336,0.58,0.45
47337,0.2,0.24
47338,0.54,0.69
47339,0.02,0.18
47340,0.52,0.65
47341,0.04,0.57
47342,0.89,0.94
47343,0.16,0.37
47344,0.15,0.41
47345,0.1,0.44
47346,0.39,0.81
47347,0.27,0.75
47348,0.21,0.43
47349,0.17,0.22
47350,0.12,0.57
47351,0.13,0.11
47352,0.04,0.24
47354,0.74,0.87
47355,0.06,0.95
47357,0.26,0.13
47358,0.44,0.71
47360,0.02,0.66
47361,0.13,0.24
47362,0.1,0.2
47363,0.13,0.61
47364,0.61,0.69
47365,0.06,0.82
47366,0.02,0.18
47367,0.59,0.58
47368,0.48,0.57
47369,0.05,0.25
47370,0.06,0.78
47371,0.05,0.19
47372,0.28,0.29
47378,0.65,0.97
47380,0.08,0.32
47381,0.05,0.36
47382,0.04,0.09
47383,0.84,0.67
47385,0.01,0.35
47386,0.28,0.57
47387,0.04,0.9
47389,0.09,0.66
47390,0.07,0.21
47391,0.45,0.95
47392,0.09,0.36
47393,0.23,0.4
47394,0.19,0.3
47395,0.85,0.48
47396,0.92,0.44
47397,0.16,0.56
47398,0.41,0.76
47399,0.1,0.86
47400,0.23,0.76
47401,0.0,0.06
47402,0.06,0.73
47404,0.03,0.09
47405,0.06,0.15
47407,0.47,0.64
47409,0.58,0.73
47410,0.03,0.72
47411,0.04,0.45
47415,0.4,0.8
47416,0.01,0.68
47417,0.18,0.37
47418,0.08,0.08
47419,0.93,0.93
47420,0.04,0.13
47422,0.21,0.32
47423,0.86,0.51
47424,0.32,0.67
47425,0.12,0.25
47426,0.02,0.11
47428,0.92,0.88
47429,0.09,0.36
47431,0.02,0.16
47432,0.12,0.26
47434,0.03,0.45
47435,0.04,0.28
47436,0.04,0.18
47437,0.42,0.73
47438,0.05,0.16
47439,0.01,0.92
47440,0.04,0.2
47441,0.03,0.24
47442,0.14,0.8
47443,0.53,0.74
47444,0.02,0.14
47445,0.01,0.12
47446,0.0,0.1
47447,0.01,0.28
47448,0.05,0.2
47449,0.02,0.39
47451,0.07,0.5
47452,0.21,0.66
47453,0.86,0.88
47454,0.17,0.84
47455,0.08,0.46
47456,0.17,0.71
47457,0.58,0.54
47458,0.01,0.21
47459,0.96,0.76
47460,0.24,0.26
47462,0.13,0.28
47463,0.11,0.39
47464,0.14,0.15
47465,0.35,0.64
47466,0.42,0.15
47467,0.78,0.51
47468,0.62,0.69
47469,0.14,0.84
47470,0.09,0.4
47471,0.24,0.47
47472,0.25,0.56
47473,0.08,0.17
47474,0.18,0.63
47476,0.85,0.65
47477,0.47,0.58
47478,0.08,0.85
47479,0.19,0.42
47480,0.2,0.29
47481,0.01,0.07
47482,0.18,0.64
47483,0.78,0.78
47484,0.06,0.55
47485,0.19,0.41
47486,0.15,0.34
47488,0.42,0.44
47489,0.28,0.43
47490,0.01,0.05
47491,0.07,0.5
47493,0.04,0.23
47494,0.24,0.82
47495,0.1,0.16
47496,0.02,0.05
47497,0.42,0.86
47498,0.11,0.11
47499,0.81,0.83
47500,0.21,0.36
47501,0.13,0.36
47504,0.55,0.53
47505,0.21,0.25
47508,0.14,0.51
47509,0.1,0.11
47510,0.17,0.41
47511,0.2,0.76
47512,0.71,0.84
47515,0.21,0.42
47516,0.55,0.45
47517,0.14,0.36
47518,0.22,0.3
47519,0.22,0.87
47520,0.08,0.71
47521,0.03,0.08
47523,0.31,0.64
47524,0.59,0.63
47527,0.56,0.47
47528,0.01,0.86
47529,0.05,0.32
47530,0.23,0.58
47531,0.11,0.45
47533,0.03,0.57
47534,0.04,0.53
47535,0.38,0.71
47537,0.02,0.26
47538,0.6,0.46
47539,0.88,0.99
47540,0.05,0.5
47541,0.01,0.11
47542,0.8,0.91
47543,0.02,0.07
47544,0.03,0.17
47545,0.43,0.95
47547,0.5,0.6
47548,0.09,0.18
47549,0.05,0.17
47550,0.15,0.23
47551,0.31,0.96
47553,0.12,0.2
47554,0.87,0.55
47555,0.01,0.29
47556,0.1,0.47
47557,0.04,0.95
47558,0.64,0.68
47559,0.92,0.98
47560,0.55,0.83
47562,0.13,0.27
47563,0.01,0.13
47564,0.02,0.08
47565,0.14,0.73
47566,0.81,0.72
47567,0.04,0.63
47568,0.02,0.25
47569,0.1,0.13
47570,0.03,0.13
47571,0.31,0.71
47572,0.89,0.71
47573,0.36,0.73
47574,0.53,0.58
47575,0.06,0.58
47576,0.15,0.21
47577,0.06,0.88
47578,0.12,0.17
47579,0.16,0.57
47581,0.06,0.2
47582,0.08,0.63
47583,0.04,0.16
47585,0.03,0.83
47586,0.15,0.44
47587,0.89,0.85
47588,0.15,0.56
47589,0.42,0.63
47591,0.07,0.16
47592,0.01,0.1
47593,0.04,0.11
47594,0.01,0.35
47595,0.04,0.2
47596,0.19,0.49
47597,0.28,0.25
47600,0.12,0.22
47601,0.04,0.39
47602,0.08,0.23
47603,0.07,0.35
47604,0.03,0.69
47606,0.35,0.37
47607,0.0,0.05
47608,0.81,0.66
47609,0.16,0.32
47610,0.12,0.27
47611,0.04,0.63
47612,0.05,0.07
47613,0.91,0.69
47614,0.04,0.38
47615,0.34,0.95
47616,0.02,0.91
47619,0.06,0.38
47620,0.05,0.32
47621,0.12,0.54
47622,0.38,0.24
47624,0.17,0.13
47625,0.0,0.11
47626,0.03,0.09
47628,0.09,0.5
47629,0.23,0.93
47630,0.07,0.11
47631,0.01,0.17
47632,0.54,0.93
47633,0.04,0.21
47636,0.67,0.77
47640,0.23,0.53
47642,0.0,0.33
47643,0.25,0.23
47644,0.08,0.41
47645,0.21,0.68
47646,0.11,0.73
47647,0.04,0.49
47650,0.63,0.85
47651,0.02,0.07
47652,0.08,0.56
47653,0.56,0.76
47654,0.12,0.28
47655,0.05,0.33
47656,0.13,0.6
47657,0.03,0.68
47658,0.81,0.83
47660,0.13,0.4
47663,0.03,0.76
47664,0.02,0.16
47665,0.13,0.12
47666,0.54,0.75
47667,0.05,0.51
47668,0.57,0.89
47669,0.34,0.63
47670,0.58,0.72
47671,0.08,0.65
47672,0.09,0.3
47673,0.08,0.34
47674,0.34,0.63
47675,0.15,0.83
47676,0.35,0.71
47677,0.04,0.47
47678,0.05,0.19
47679,0.21,0.48
47682,0.83,0.89
47683,0.02,0.08
47684,0.15,0.55
47685,0.06,0.78
47687,0.15,0.42
47688,0.78,0.83
47689,0.01,0.16
47690,0.0,0.13
47691,0.28,0.3
47692,0.07,0.79
47693,0.13,0.74
47694,0.15,0.06
47695,0.11,0.95
47696,0.11,0.25
47697,0.01,0.03
47698,0.03,0.03
47700,0.18,0.22
47701,0.01,0.57
47702,0.11,0.28
47703,0.01,0.13
47705,0.06,0.97
47706,0.12,0.29
47707,0.25,0.31
47708,0.04,0.19
47709,0.12,0.68
47710,0.13,0.43
47711,0.08,0.22
47714,0.42,0.75
47715,0.09,0.9
47716,0.08,0.35
47718,0.53,0.59
47719,0.05,0.31
47720,0.21,0.89
47721,0.43,0.63
47722,0.51,0.86
47723,0.07,0.41
47724,0.39,0.53
47725,0.38,0.3
47727,0.15,0.69
47728,0.02,0.59
47729,0.57,0.69
47730,0.06,0.19
47731,0.01,0.34
47733,0.47,0.63
47734,0.21,0.36
47735,0.08,0.39
47736,0.02,0.15
47737,0.03,0.25
47738,0.03,0.12
47741,0.48,0.85
47743,0.15,0.29
47744,0.47,0.28
47745,0.16,0.69
47746,0.19,0.56
47748,0.91,0.86
47750,0.2,0.35
47752,0.39,0.78
47754,0.07,0.79
47756,0.25,0.66
47758,0.65,0.82
47759,0.15,0.38
47760,0.1,0.18
47761,0.3,0.9
47764,0.03,0.18
47765,0.07,0.62
47767,0.02,0.71
47768,0.24,0.33
47772,0.01,0.42
47774,0.03,0.09
47775,0.03,0.12
47777,0.12,0.2
47778,0.06,0.41
47779,0.05,0.43
47780,0.64,0.78
47781,0.1,0.19
47783,0.48,0.44
47784,0.08,0.28
47785,0.19,0.23
47786,0.28,0.32
47789,0.25,0.92
47791,0.48,0.42
47792,0.01,0.09
47794,0.05,0.25
47795,0.03,0.73
47797,0.1,0.76
47798,0.08,0.16
47799,0.16,0.23
47800,0.08,0.46
47801,0.15,0.42
47802,0.49,0.49
47803,0.21,0.21
47804,0.32,0.16
47806,0.01,0.13
47807,0.54,0.54
47808,0.06,0.18
47809,0.92,1.0
47810,0.11,0.69
47811,0.29,0.51
47812,0.01,0.78
47814,0.08,0.13
47815,0.12,0.3
47816,0.27,0.62
47817,0.0,0.02
47819,0.86,0.25
47821,0.87,0.58
47824,0.11,0.62
47826,0.36,0.85
47827,0.55,0.78
47828,0.37,0.52
47829,0.06,0.12
47830,0.01,0.58
47832,0.02,0.03
47833,0.3,0.65
47834,0.13,0.19
47836,0.16,0.29
47837,0.03,0.44
47838,0.01,0.66
47839,0.01,0.65
47840,0.08,0.8
47841,0.01,0.09
47842,0.04,0.54
47844,0.1,0.89
47845,0.12,0.51
47848,0.14,0.82
47849,0.01,0.08
47851,0.8,0.87
47852,0.01,0.51
47853,0.8,0.82
47854,0.04,0.85
47855,0.02,0.07
47856,0.0,0.06
47857,0.74,0.49
47858,0.17,0.78
47859,0.08,0.67
47860,0.12,0.43
47862,0.06,0.05
47863,0.05,0.35
47865,0.45,0.71
47866,0.05,0.3
47867,0.19,0.25
47868,0.02,0.39
47870,0.04,0.16
47871,0.32,0.53
47875,0.1,0.53
47876,0.05,0.18
47877,0.01,0.08
47878,0.05,0.06
47879,0.37,0.72
47880,0.07,0.83
47882,0.72,0.3
47883,0.02,0.09
47885,0.23,0.38
47886,0.04,0.3
47887,0.1,0.43
47888,0.07,0.23
47889,0.04,0.33
47890,0.08,0.54
47892,0.52,0.61
47893,0.03,0.02
47894,0.04,0.29
47895,0.03,0.93
47896,0.14,0.3
47897,0.02,0.43
47898,0.08,0.13
47901,0.02,0.23
47902,0.03,0.53
47903,0.17,0.63
47904,0.18,0.92
47905,0.6,0.65
47906,0.14,0.59
47907,0.04,0.76
47908,0.25,0.57
47909,0.2,0.88
47912,0.11,0.94
47913,0.43,0.29
47914,0.13,0.25
47916,0.26,0.12
47917,0.33,0.2
47919,0.11,0.31
47920,0.25,0.35
47922,0.05,0.2
47923,0.04,0.22
47924,0.17,0.95
47926,0.04,0.86
47927,0.04,0.3
47928,0.63,0.75
47929,0.1,0.66
47930,0.06,0.26
47931,0.02,0.08
47933,0.09,0.34
47934,0.09,0.15
47935,0.93,0.75
47936,0.88,0.91
47937,0.78,0.8
47938,0.02,0.55
47939,0.12,0.75
47940,0.44,0.83
47941,0.17,0.54
47942,0.04,0.12
47943,0.19,0.32
47944,0.13,0.65
47945,0.26,0.31
47946,0.93,0.88
47947,0.03,0.77
47948,0.15,0.65
47949,0.29,0.8
47950,0.49,0.83
47951,0.08,0.09
47952,0.01,0.05
47953,0.03,0.31
47954,0.27,0.91
47955,0.09,0.52
47956,0.51,0.79
47957,0.16,0.21
47958,0.07,0.51
47960,0.15,0.61
47961,0.46,0.55
47962,0.11,0.62
47963,0.06,0.67
47965,0.24,0.29
47966,0.05,0.55
47967,0.01,0.9
47968,0.04,0.31
47969,0.08,0.09
47970,0.02,0.63
47971,0.23,0.37
47972,0.02,0.25
47974,0.28,0.6
47976,0.09,0.14
47977,0.18,0.52
47978,0.02,0.36
47979,0.01,0.0
47980,0.68,0.65
47981,0.05,0.26
47982,0.04,0.24
47983,0.0,0.12
47984,0.04,0.12
47985,0.04,0.24
47986,0.02,0.22
47987,0.01,0.05
47988,0.91,0.97
47989,0.1,0.15
47990,0.14,0.42
47991,0.21,0.6
47992,0.6,0.47
47993,0.09,0.64
47994,0.6,0.55
47995,0.7,0.9
47996,0.92,0.94
47998,0.97,0.88
48000,0.07,0.15
48001,0.08,0.56
48002,0.32,0.29
48003,0.12,0.57
48004,0.22,0.56
48005,0.32,0.4
48006,0.22,0.45
48009,0.04,0.31
48010,0.13,0.36
48011,0.21,0.34
48012,0.56,0.59
48013,0.23,0.29
48014,0.73,0.45
48015,0.04,0.08
48017,0.05,0.07
48018,0.26,0.78
48019,0.5,0.83
48020,0.3,0.76
48021,0.2,0.56
48022,0.15,0.15
48024,0.12,0.81
48025,0.15,0.08
48027,0.06,0.17
48028,0.07,0.51
48029,0.01,0.37
48030,0.16,0.77
48031,0.1,0.21
48032,0.05,0.44
48033,0.01,0.18
48034,0.17,0.28
48035,0.1,0.11
48037,0.03,0.36
48039,0.02,0.83
48040,0.21,0.69
48042,0.0,0.07
48044,0.31,0.78
48046,0.15,0.07
48047,0.08,0.89
48049,0.02,0.43
48050,0.32,0.92
48052,0.09,0.1
48053,0.46,0.93
48054,0.16,0.4
48055,0.2,0.52
48056,0.74,0.94
48057,0.04,0.08
48058,0.05,0.86
48059,0.04,0.31
48060,0.92,0.96
48061,0.04,0.4
48062,0.27,0.45
48063,0.05,0.24
48064,0.16,0.8
48065,0.01,0.18
48067,0.03,0.11
48068,0.77,0.91
48069,0.67,0.79
48071,0.13,0.68
48072,0.01,0.04
48073,0.48,0.57
48074,0.63,0.88
48075,0.02,0.68
48076,0.72,0.81
48078,0.0,0.07
48079,0.12,0.37
48080,0.08,0.81
48081,0.14,0.8
48082,0.25,0.39
48085,0.01,0.15
48086,0.09,0.15
48087,0.07,0.62
48088,0.11,0.05
48089,0.31,0.95
48090,0.27,0.45
48091,0.64,0.87
48092,0.05,0.18
48093,0.21,0.67
48095,0.88,0.79
48096,0.04,0.46
48097,0.07,0.89
48098,0.14,0.61
48099,0.23,0.33
48100,0.13,0.34
48101,0.12,0.61
48102,0.77,0.73
48103,0.29,0.22
48104,0.06,0.45
48105,0.02,0.87
48106,0.22,0.61
48107,0.8,0.71
48108,0.01,0.11
48109,0.33,0.31
48110,0.03,0.85
48111,0.17,0.62
48113,0.46,0.86
48114,0.16,0.11
48115,0.12,0.59
48117,0.03,0.13
48119,0.48,0.61
48120,0.25,0.73
48122,0.09,0.73
48123,0.03,0.05
48124,0.04,0.27
48125,0.13,0.5
48127,0.01,0.17
48128,0.13,0.62
48129,0.11,0.36
48130,0.76,0.87
48131,0.05,0.39
48132,0.01,0.05
48134,0.27,0.67
48135,0.53,0.91
48136,0.93,0.95
48137,0.52,0.79
48139,0.43,0.7
48140,0.02,0.17
48142,0.91,0.93
48143,0.02,0.56
48144,0.75,0.95
48145,0.21,0.21
48146,0.04,0.62
48147,0.01,0.49
48148,0.01,0.35
48149,0.04,0.09
48150,0.96,0.55
48151,0.73,0.4
48152,0.13,0.18
48153,0.48,0.76
48154,0.23,0.3
48155,0.42,0.87
48156,0.11,0.15
48158,0.09,0.42
48159,0.3,0.35
48160,0.02,0.02
48162,0.94,0.78
48163,0.0,0.17
48164,0.04,0.21
48166,0.09,0.1
48167,0.67,0.66
48168,0.39,0.66
48169,0.12,0.18
48170,0.34,0.31
48172,0.18,0.38
48173,0.29,0.38
48174,0.19,0.55
48175,0.01,0.12
48176,0.07,0.25
48177,0.33,0.78
48178,0.38,0.66
48179,0.06,0.1
48180,0.05,0.5
48181,0.28,0.31
48182,0.04,0.43
48183,0.05,0.11
48184,0.01,0.16
48185,0.16,0.83
48186,0.97,0.74
48188,0.02,0.38
48190,0.02,0.13
48191,0.87,1.0
48192,0.3,0.69
48193,0.03,0.27
48195,0.03,0.2
48196,0.11,0.41
48197,0.01,0.92
48198,0.06,0.18
48199,0.13,0.41
48200,0.02,0.18
48201,0.13,0.67
48203,0.28,0.25
48204,0.78,0.81
48205,0.21,0.62
48206,0.03,0.1
48207,0.02,0.23
48208,0.03,0.2
48209,0.16,0.86
48210,0.16,0.16
48211,0.1,0.24
48212,0.1,0.3
48214,0.75,0.69
48215,0.02,0.27
48216,0.02,0.04
48217,0.73,0.97
48218,0.23,0.42
48219,0.4,0.56
48220,0.1,0.2
48221,0.26,0.29
48222,0.15,0.28
48223,0.43,0.59
48224,0.21,0.14
48225,0.25,0.91
48226,0.04,0.04
48227,0.81,0.73
48228,0.03,0.39
48229,0.87,0.7
48230,0.06,0.33
48231,0.1,0.16
48233,0.03,0.25
48234,0.02,0.07
48236,0.41,0.85
48237,0.02,0.04
48238,0.08,0.3
48239,0.17,0.74
48240,0.77,0.92
48241,0.17,0.29
48242,0.11,0.35
48243,0.13,0.1
48244,0.06,0.37
48245,0.71,0.86
48246,0.09,0.3
48247,0.21,0.31
48248,0.03,0.17
48249,0.12,0.18
48252,0.57,0.75
48253,0.02,0.16
48254,0.21,0.86
48255,0.53,0.96
48256,0.18,0.52
48257,0.11,0.6
48258,0.13,0.16
48259,0.72,0.89
48260,0.24,0.72
48261,0.15,0.17
48262,0.14,0.57
48263,0.02,0.12
48264,0.0,0.08
48265,0.32,0.34
48267,0.32,0.5
48268,0.83,0.94
48269,0.2,0.34
48270,0.21,0.7
48271,0.06,0.2
48272,0.11,0.8
48273,0.14,0.14
48274,0.5,0.88
48276,0.1,0.89
48277,0.02,0.75
48278,0.2,0.34
48279,0.03,0.06
48280,0.13,0.17
48281,0.47,0.55
48282,0.08,0.72
48283,0.03,0.5
48284,0.14,0.45
48285,0.31,0.65
48286,0.16,0.93
48288,0.63,0.72
48289,0.01,0.26
48290,0.5,0.92
48291,0.51,0.61
48293,0.08,0.25
48294,0.75,0.88
48296,0.77,0.8
48297,0.39,0.8
48298,0.08,0.55
48299,0.1,0.77
48300,0.09,0.1
48301,0.14,0.35
48302,0.11,0.18
48303,0.03,0.14
48305,0.06,0.48
48307,0.01,0.17
48308,0.09,0.23
48309,0.1,0.47
48311,0.05,0.29
48312,0.06,0.17
48313,0.29,0.57
48314,0.09,0.07
48315,0.02,0.32
48316,0.12,0.19
48318,0.41,0.25
48319,0.07,0.13
48320,0.55,0.58
48321,0.04,0.11
48322,0.02,0.34
48323,0.01,0.25
48324,0.14,0.39
48325,0.04,0.52
48326,0.79,0.9
48328,0.04,0.85
48329,0.06,0.09
48331,0.48,0.39
48332,0.01,0.55
48333,0.04,0.23
48334,0.07,0.15
48335,0.48,0.8
48336,0.25,0.31
48337,0.1,0.89
48338,0.06,0.21
48339,0.02,0.08
48340,0.3,0.32
48341,0.79,0.9
48342,0.02,0.22
48343,0.78,0.9
48344,0.09,0.48
48345,0.31,0.75
48346,0.18,0.68
48347,0.02,0.05
48348,0.03,0.12
48349,0.05,0.26
48350,0.43,0.93
48351,0.19,0.88
48352,0.22,0.82
48353,0.37,0.29
48354,0.04,0.96
48355,0.09,0.42
48356,0.23,0.76
48357,0.06,0.5
48359,0.07,0.43
48361,0.29,0.76
48362,0.04,0.33
48363,0.37,0.67
48364,0.22,0.68
48365,0.56,0.77
48366,0.25,0.4
48370,0.04,0.58
48371,0.05,0.62
48372,0.12,0.57
48373,0.12,0.48
48374,0.06,0.62
48375,0.03,0.07
48377,0.16,0.11
48378,0.36,0.38
48379,0.04,0.23
48382,0.85,0.74
48383,0.01,0.05
48384,0.05,0.16
48385,0.01,0.37
48386,0.05,0.09
48387,0.05,0.08
48388,0.02,0.13
48389,0.18,0.63
48390,0.02,0.15
48391,0.01,0.62
48392,0.02,0.52
48393,0.56,0.8
48394,0.68,0.75
48395,0.29,0.65
48396,0.9,0.91
48397,0.46,0.48
48398,0.02,0.21
48400,0.13,0.64
48401,0.04,0.97
48402,0.36,0.59
48404,0.02,0.2
48405,0.22,0.12
48406,0.69,0.27
48407,0.02,0.46
48408,0.02,0.14
48409,0.06,0.78
48410,0.3,0.27
48411,0.07,0.05
48412,0.11,0.25
48413,0.03,0.7
48414,0.08,0.29
48415,0.58,0.82
48416,0.03,0.76
48417,0.1,0.2
48418,0.15,0.58
48419,0.25,0.68
48421,0.12,0.57
48422,0.34,0.85
48423,0.08,0.74
48424,0.02,0.47
48425,0.07,0.31
48426,0.07,0.12
48427,0.02,0.19
48428,0.03,0.24
48429,0.13,0.17
48430,0.01,0.71
48431,0.06,0.58
48432,0.06,0.25
48433,0.02,0.19
48434,0.96,0.93
48435,0.37,0.31
48436,0.01,0.44
48437,0.45,0.53
48438,0.16,0.73
48439,0.01,0.41
48441,0.06,0.13
48442,0.31,0.91
48443,0.11,0.92
48445,0.03,0.92
48447,0.11,0.5
48449,0.54,0.48
48450,0.04,0.04
48451,0.58,0.69
48452,0.03,0.45
48453,0.04,0.87
48454,0.49,0.58
48455,0.09,0.15
48459,0.11,0.12
48460,0.0,0.19
48461,0.14,0.23
48462,0.04,0.72
48463,0.12,0.53
48465,0.07,0.33
48466,0.01,0.24
48467,0.08,0.8
48468,0.02,0.67
48469,0.21,0.5
48472,0.18,0.5
48473,0.72,0.96
48475,0.44,0.51
48476,0.21,0.68
48477,0.64,0.82
48479,0.06,0.6
48480,0.04,0.1
48481,0.08,0.16
48482,0.08,0.59
48484,0.06,0.45
48485,0.86,0.82
48487,0.03,0.26
48488,0.04,0.22
48489,0.44,0.36
48490,0.27,0.82
48491,0.66,0.7
48492,0.67,0.91
48493,0.02,0.33
48494,0.11,0.1
48495,0.01,0.76
48496,0.02,0.06
48497,0.31,0.91
48498,0.03,0.04
48500,0.13,0.75
48501,0.12,0.34
48502,0.04,0.76
48503,0.13,0.31
48504,0.14,0.08
48506,0.63,0.72
48508,0.63,0.87
